,User,Tweet,paper_text_processed,paper_text_processed_filtered
246,sjaganat,"Join us at VMworld 2020!!
My most memorable VMworld was in year 2019 when we launched the VMware Odyssey Program. It was a program that originated from Singapore, APJ, and launched successfully as a global program and also me as coach of winning team at Odyssey Hackathon.","join us at vmworld 2020!!
my most memorable vmworld was in year 2019 when we launched the vmware odyssey program. it was a program that originated from singapore, apj, and launched successfully as a global program and also me as coach of winning team at odyssey hackathon.","join u vmworld 2020!!
my memorable vmworld wa year 2019 launched vmware odyssey program. wa program originated singapore, apj, launched successfully global program also coach winning team odyssey hackathon."
247,KrASIAofficial,"The hackathon was jointly organized by Singapore-based venture builder Reapra and Future Females Singapore.

#Accelerator #SEA #Singapore

https://t.co/y1qoVhKPaG","the hackathon was jointly organized by singapore-based venture builder reapra and future females singapore.

#accelerator #sea #singapore

","hackathon wa jointly organized singapore-based venture builder reapra future female singapore.

#accelerator #sea #singapore

"
248,SgSMUYPHSL,"An #SMUSOL team participated in the UNESCAP Policy Hackathon on Trade Model Provisions in Times of Crisis &amp; Pandemic  with a report ""COVID-19 &amp; the Little Red Dot – Important Lessons for Trade in Times of Global Pandemics based on Singapore’s Experience"": https://t.co/diExOmnqgs","an #smusol team participated in the unescap policy hackathon on trade model provisions in times of crisis &amp; pandemic  with a report ""covid-19 &amp; the little red dot – important lessons for trade in times of global pandemics based on singapore’s experience"": ","#smusol team participated unescap policy hackathon trade model provision time crisis &amp; pandemic  report ""covid-19 &amp; little red dot – important lesson trade time global pandemic based singapore’s experience"": "
249,pydatasg,"PyData Singapore is partnering with @ShopeeSG for Ultra-Hackathon 2021 from 29 to 31 January 2021.

Over SGD $30,000 cash prizes!!!

Sign up from 14 September to 8 November 2020 with a team of 2 to 4 members now at https://t.co/DU9jrmSvm4

#ShopeeUltraHackathon #TechAtShopee","pydata singapore is partnering with @shopeesg for ultra-hackathon 2021 from 29 to 31 january 2021.

over sgd $30,000 cash prizes!!!

sign up from 14 september to 8 november 2020 with a team of 2 to 4 members now at 

#shopeeultrahackathon #techatshopee","pydata singapore partnering @shopeesg ultra-hackathon 2021 29 31 january 2021.

over sgd $30,000 cash prizes!!!

sign 14 september 8 november 2020 team 2 4 member 

#shopeeultrahackathon #techatshopee"
250,ofomunung,"7/ Recently, we won the Virtual Africa Hackathon organised by the Central Bank of Kenya (CBK) and the Monetary Authority of Singapore (MAS)

As winner, @SMECreditPro will go on to participate at the Global Fintech Hackcerator at the Singapore Fintech Festival in December 2020","7/ recently, we won the virtual africa hackathon organised by the central bank of kenya (cbk) and the monetary authority of singapore (mas)

as winner, @smecreditpro will go on to participate at the global fintech hackcerator at the singapore fintech festival in december 2020","7/ recently, virtual africa hackathon organised central bank kenya (cbk) monetary authority singapore (mas)

as winner, @smecreditpro go participate global fintech hackcerator singapore fintech festival december 2020"
251,DEV__Ankur,@abhayjere Sir any updates on Singapore Or Portuguese Hackathon @mhrd_innovation @SIH_2020 @AICTE_INDIA @DrRPNishank @abhayjere @mohitgambhir @ModgilRuchika,@abhayjere sir any updates on singapore or portuguese hackathon @mhrd_innovation @sih_2020 @aicte_india @drrpnishank @abhayjere @mohitgambhir @modgilruchika,@abhayjere sir update singapore portuguese hackathon @mhrd_innovation @sih_2020 @aicte_india @drrpnishank @abhayjere @mohitgambhir @modgilruchika
252,StanChartKE,We are proud to be a part of the @AfroAsiaFintech Virtual Hackathon! Our SC Ventures Africa Region Head Kennedy Mubita will take part as a judge. We shall host the winner at our SC Ventures eXellerator lab in Singapore. https://t.co/4W3i5sVYn0,we are proud to be a part of the @afroasiafintech virtual hackathon! our sc ventures africa region head kennedy mubita will take part as a judge. we shall host the winner at our sc ventures exellerator lab in singapore. ,proud part @afroasiafintech virtual hackathon! sc venture africa region head kennedy mubita take part judge. shall host winner sc venture exellerator lab singapore. 
253,KrASIAofficial,"Reapra is collaborating with Future Females Singapore to launch Southeast Asia’s first female-only virtual hackathon.

#Accelerator #SEA #Singapore

https://t.co/FOjXsh5kpE","reapra is collaborating with future females singapore to launch southeast asia’s first female-only virtual hackathon.

#accelerator #sea #singapore

","reapra collaborating future female singapore launch southeast asia’s first female-only virtual hackathon.

#accelerator #sea #singapore

"
254,wadekwright,ICYMI: Reapra venture builder partners Future Females Singapore for 'Build to Last' virtual hackathon for female entrepreneurs - applications close August 28th https://t.co/2v0oP20WAT #singapore #womeninbiz #startups #womenintech #entrepreneurs,icymi: reapra venture builder partners future females singapore for 'build to last' virtual hackathon for female entrepreneurs - applications close august 28th  #singapore #womeninbiz #startups #womenintech #entrepreneurs,icymi: reapra venture builder partner future female singapore 'build last' virtual hackathon female entrepreneur - application close august 28th  #singapore #womeninbiz #startups #womenintech #entrepreneurs
255,mitulxyz,"It was great to judge the interschool hackathon in the presence of @rramanan Sir (Mission Director, AIM). Loved what the kids from different parts of the world including Dubai, Singapore, Dehradun are doing. https://t.co/TgyLj6JZdY","it was great to judge the interschool hackathon in the presence of @rramanan sir (mission director, aim). loved what the kids from different parts of the world including dubai, singapore, dehradun are doing. ","wa great judge interschool hackathon presence @rramanan sir (mission director, aim). loved kid different part world including dubai, singapore, dehradun doing. "
256,WhoAmI50125012,"Build to Last, online hackathon.
หากคุณเป็นคนที่มีไอเดียและเชื่อในเรื่องของการสร้างธุรกิจอย่างยั่งยืน
Reapra ร่วมกับ Future Females Singapore เปิดรับสมัครผู้ประกอบการหญิงใน Southeast Asia ที่มีไอเดียในการประกอบธุรกิจหรือกำลังทำธุรกิจมาร่วมแข่งขันใน Online…https://t.co/qSS2hkcwSl","build to last, online hackathon.
หากคุณเป็นคนที่มีไอเดียและเชื่อในเรื่องของการสร้างธุรกิจอย่างยั่งยืน
reapra ร่วมกับ future females singapore เปิดรับสมัครผู้ประกอบการหญิงใน southeast asia ที่มีไอเดียในการประกอบธุรกิจหรือกำลังทำธุรกิจมาร่วมแข่งขันใน online…","build last, online hackathon.
หากคุณเป็นคนที่มีไอเดียและเชื่อในเรื่องของการสร้างธุรกิจอย่างยั่งยืน
reapra ร่วมกับ future female singapore เปิดรับสมัครผู้ประกอบการหญิงใน southeast asia ที่มีไอเดียในการประกอบธุรกิจหรือกำลังทำธุรกิจมาร่วมแข่งขันใน online…"
257,DurwinHo,"WE HAPPY? ARE WE HAPPY? =) Startup Weekend Singapore https://t.co/gXe0PpsoAh We happy?

#swsg2020 #startupweekendsingapore #startupweekend #nycsg #startupx #hackathon #youth #challenge #reimagine We happy?

#swsg2020 #startupweekendsingapore #startupweekend #nycsg #startupx #ha…","we happy? are we happy? =) startup weekend singapore  we happy?

#swsg2020 #startupweekendsingapore #startupweekend #nycsg #startupx #hackathon #youth #challenge #reimagine we happy?

#swsg2020 #startupweekendsingapore #startupweekend #nycsg #startupx #ha…","happy? happy? =) startup weekend singapore  happy?

#swsg2020 #startupweekendsingapore #startupweekend #nycsg #startupx #hackathon #youth #challenge #reimagine happy?

#swsg2020 #startupweekendsingapore #startupweekend #nycsg #startupx #ha…"
258,AfroAsiaFintech,The winners of the inaugural #AfroAsiaFintechFestival Hackathon @getkwara and @BienfaitBitenyo showcased their solutions at the @sgfintechfest 2019 Global FinTech Hackcelerator in Singapore #Throwback https://t.co/qdSMgSRNhq,the winners of the inaugural #afroasiafintechfestival hackathon @getkwara and @bienfaitbitenyo showcased their solutions at the @sgfintechfest 2019 global fintech hackcelerator in singapore #throwback ,winner inaugural #afroasiafintechfestival hackathon @getkwara @bienfaitbitenyo showcased solution @sgfintechfest 2019 global fintech hackcelerator singapore #throwback 
259,truckerfling,1st MS Hackathon done! 🦖🦄 stepped out of comfort zone as a PM to do this (yay us @RochelleSonny) Our project didn't get anything but it was on securely organising activist activities which I stan ✊🏼 organizers were so sweet to send the tee to Singapore #hackathon2020 https://t.co/TGLuerNZ71,1st ms hackathon done! 🦖🦄 stepped out of comfort zone as a pm to do this (yay us @rochellesonny) our project didn't get anything but it was on securely organising activist activities which i stan ✊🏼 organizers were so sweet to send the tee to singapore #hackathon2020 ,1st hackathon done! 🦖🦄 stepped comfort zone pm (yay u @rochellesonny) project get anything wa securely organising activist activity stan ✊🏼 organizer sweet send tee singapore #hackathon2020 
260,HeyJ0702,"#Singapore is trying to protect people from COVID-19 by using tech. @GovTechSG will be holding a hackathon to further improve the TraceTogether Token. “If you suggest better ways, we’ll adopt it and keep revising and improving our algorithms and firmware.”
https://t.co/R3nlPcd0h3","#singapore is trying to protect people from covid-19 by using tech. @govtechsg will be holding a hackathon to further improve the tracetogether token. “if you suggest better ways, we’ll adopt it and keep revising and improving our algorithms and firmware.”
","#singapore trying protect people covid-19 using tech. @govtechsg holding hackathon improve tracetogether token. “if suggest better ways, we’ll adopt keep revising improving algorithm firmware.”
"
261,F10Global,"An academic turned entrepreneur, Kasun has published over ten scientific papers with 100+ citations across #Asia, the Middle East and Europe. He had started his own #FinTech #Startup @PinalphaL and won the Golden Ticket at the first F10 #Hackathon in #Singapore. https://t.co/bigQlDhaYJ","an academic turned entrepreneur, kasun has published over ten scientific papers with 100+ citations across #asia, the middle east and europe. he had started his own #fintech #startup @pinalphal and won the golden ticket at the first f10 #hackathon in #singapore. ","academic turned entrepreneur, kasun ha published ten scientific paper 100+ citation across #asia, middle east europe. started #fintech #startup @pinalphal golden ticket first f10 #hackathon #singapore. "
262,al_l1m,"Super cool hackathon by Maju Collective on ""engaging communities"" and reaching Singapore's goal of 30% nutritional needs being produced in Singapore by 2030 https://t.co/1zbaJTeYbR","super cool hackathon by maju collective on ""engaging communities"" and reaching singapore's goal of 30% nutritional needs being produced in singapore by 2030 ","super cool hackathon maju collective ""engaging communities"" reaching singapore's goal 30% nutritional need produced singapore 2030 "
263,ShamaneTan,"#hackathon #competition results are now out! #CTF #Asia edition. #cyberriskmeetup #cybersecurity #infosec #infosecurity #cybersec #hacking #virtual #Singapore #Japan

https://t.co/oBghOdeijv","#hackathon #competition results are now out! #ctf #asia edition. #cyberriskmeetup #cybersecurity #infosec #infosecurity #cybersec #hacking #virtual #singapore #japan

","#hackathon #competition result out! #ctf #asia edition. #cyberriskmeetup #cybersecurity #infosec #infosecurity #cybersec #hacking #virtual #singapore #japan

"
264,OCFinTechSG,Congratulations to the winner - Team Bopian from Singapore Polytechnic as well as the runner up - Team Kindred United from Republic Polytechnic for the PolyFinTech100 API Hackathon 2020 under the Financial Inclusion and AI category https://t.co/yit3WbUkNH https://t.co/YrL72PYZfU,congratulations to the winner - team bopian from singapore polytechnic as well as the runner up - team kindred united from republic polytechnic for the polyfintech100 api hackathon 2020 under the financial inclusion and ai category  ,congratulation winner - team bopian singapore polytechnic well runner - team kindred united republic polytechnic polyfintech100 api hackathon 2020 financial inclusion ai category  
265,AmChamSingapore,@DBSBank is working with the Singapore Judiciary on an amazing initiative - an inaugural hackathon to encourage those passionate about law to use it as a force of good. Read more about it: https://t.co/eDdT5PW8i0,@dbsbank is working with the singapore judiciary on an amazing initiative - an inaugural hackathon to encourage those passionate about law to use it as a force of good. read more about it: ,@dbsbank working singapore judiciary amazing initiative - inaugural hackathon encourage passionate law use force good. read it: 
266,ReetuChoudhar14,"DBS, Singapore Judiciary organise hackathon to enhance social justice https://t.co/yjxKrBXlWO","dbs, singapore judiciary organise hackathon to enhance social justice ","dbs, singapore judiciary organise hackathon enhance social justice "
267,MishraRutuja,"DBS, Singapore Judiciary organise hackathon to enhance social justice https://t.co/TfiWdW5nbS","dbs, singapore judiciary organise hackathon to enhance social justice ","dbs, singapore judiciary organise hackathon enhance social justice "
268,Daily2DailyNews,"DBS, Singapore Judiciary organise hackathon to enhance social justice https://t.co/mbjXxJkmEC","dbs, singapore judiciary organise hackathon to enhance social justice ","dbs, singapore judiciary organise hackathon enhance social justice "
269,BusinessTimes,"DBS, Singapore Judiciary organise hackathon to enhance social justice https://t.co/NxtSUgfHCx","dbs, singapore judiciary organise hackathon to enhance social justice ","dbs, singapore judiciary organise hackathon enhance social justice "
270,msgalenwhite,"This past week I had the amazing experience of participating in a remote hackathon with engineers (and a PM) from Singapore, New York, Seattle, and the Bay Area. I think it went well, but would love to improve. Does anyone have advice for similar situations in the future?","this past week i had the amazing experience of participating in a remote hackathon with engineers (and a pm) from singapore, new york, seattle, and the bay area. i think it went well, but would love to improve. does anyone have advice for similar situations in the future?","past week amazing experience participating remote hackathon engineer (and pm) singapore, new york, seattle, bay area. think went well, would love improve. doe anyone advice similar situation future?"
271,NUS_IT,"AWS &amp; NUS IT's Build On, Singapore 2020 hackathon returns!

Register By: 23 July 2020 @ 2359hrs
Register for AWS DeepRacer Women’s League – ASEAN By: 30 July 2020 @ 2359hrs

Head to https://t.co/bbxkOFNt4K to find out more!

#NUSIT #NUS_IT #buildonsingapore2020 #hackathon https://t.co/vLBXEYIJ1P","aws &amp; nus it's build on, singapore 2020 hackathon returns!

register by: 23 july 2020 @ 2359hrs
register for aws deepracer women’s league – asean by: 30 july 2020 @ 2359hrs

head to  to find out more!

#nusit #nus_it #buildonsingapore2020 #hackathon ","aws &amp; nu build on, singapore 2020 hackathon returns!

register by: 23 july 2020 @ 2359hrs
register aws deepracer women’s league – asean by: 30 july 2020 @ 2359hrs

head  find more!

#nusit #nus_it #buildonsingapore2020 #hackathon "
272,MITWPUOfficial,"MIT-WPU students make it to Singapore Smart India Hackathon for second Consecutive year. Here is their journey https://t.co/JNAAJbUqAT
#MITWPU #MITPune #SmartIndiaHackathon #proudwinners #LearnWhatMatters #wegivethebest","mit-wpu students make it to singapore smart india hackathon for second consecutive year. here is their journey 
#mitwpu #mitpune #smartindiahackathon #proudwinners #learnwhatmatters #wegivethebest","mit-wpu student make singapore smart india hackathon second consecutive year. journey 
#mitwpu #mitpune #smartindiahackathon #proudwinners #learnwhatmatters #wegivethebest"
273,skcetofficial,"III year CSE students of Sri Krishna College of Engineering and Technology participated in Hack &amp; Roll 2020 , a 24-hour Hackathon at NUS (Singapore) between  18.01.2020 to 19.01.2020 and won “One among Top 8” projects for the project titled “SEEnse” 

SKCET Memorabilia!

#SKCET https://t.co/EV2T02E0uX","iii year cse students of sri krishna college of engineering and technology participated in hack &amp; roll 2020 , a 24-hour hackathon at nus (singapore) between  18.01.2020 to 19.01.2020 and won “one among top 8” projects for the project titled “seense” 

skcet memorabilia!

#skcet ","iii year cse student sri krishna college engineering technology participated hack &amp; roll 2020 , 24-hour hackathon nu (singapore)  18.01.2020 19.01.2020 “one among top 8” project project titled “seense” 

skcet memorabilia!

#skcet "
274,ShamaneTan,"#ctf #hackathon coming to you virtually! For our #Singapore and #Japan #cyberriskmeetup community, join us now to take part in the 10th July! 

#cybersecurity #infosec #infosecurity 

https://t.co/5oFDBRlX6d","#ctf #hackathon coming to you virtually! for our #singapore and #japan #cyberriskmeetup community, join us now to take part in the 10th july! 

#cybersecurity #infosec #infosecurity 

","#ctf #hackathon coming virtually! #singapore #japan #cyberriskmeetup community, join u take part 10th july! 

#cybersecurity #infosec #infosecurity 

"
275,Larksuite,The COVID-19 pandemic meant a halt to the events that helped the National University of Singapore's #Entrepreneurship Society (NES) stay engaged and vibrant. Watch how #Lark enabled them to hold their virtual #hackathon virtually across 3 days: https://t.co/mu7bxumTko,the covid-19 pandemic meant a halt to the events that helped the national university of singapore's #entrepreneurship society (nes) stay engaged and vibrant. watch how #lark enabled them to hold their virtual #hackathon virtually across 3 days: ,covid-19 pandemic meant halt event helped national university singapore's #entrepreneurship society (nes) stay engaged vibrant. watch #lark enabled hold virtual #hackathon virtually across 3 days: 
276,glennvanzutphen,"Ming Xuan Goh, Graduate, Singapore Management University and Elaine Yeoh, Mentor &amp; Co-Founder at  The Mind Hyve about the recent week-long #hackathon at *SCAPE SG in #Singapore called ""Hacking The New Normal"" where teams of univers…https://t.co/Ag9jbq0b6z https://t.co/olyq4Uxg5U","ming xuan goh, graduate, singapore management university and elaine yeoh, mentor &amp; co-founder at  the mind hyve about the recent week-long #hackathon at *scape sg in #singapore called ""hacking the new normal"" where teams of univers… ","ming xuan goh, graduate, singapore management university elaine yeoh, mentor &amp; co-founder  mind hyve recent week-long #hackathon *scape sg #singapore called ""hacking new normal"" team univers… "
277,SingaporeCourts,"For the first time, the Singapore Judiciary and DBS Bank have come together to organise a Hackathon, aimed at enhancing access to Justice. Hurry and form a team to take part in this Hackathon. Registration closes on 1 July! Click here: https://t.co/R6WFWoS8pp to find out more. https://t.co/4VV6koKbuS","for the first time, the singapore judiciary and dbs bank have come together to organise a hackathon, aimed at enhancing access to justice. hurry and form a team to take part in this hackathon. registration closes on 1 july! click here:  to find out more. ","first time, singapore judiciary db bank come together organise hackathon, aimed enhancing access justice. hurry form team take part hackathon. registration close 1 july! click here:  find more. "
278,papadimitriou,"@LiveFromALounge @etihad @British_Airways @emirates @SingaporeAir @lufthansa @qatarairways At least 60 legs I believe, mostly EK F, J:

- Emirates First, Business, Eco
- Singapore First “old” Suites, Business
- Etihad First Apartments
- Asiana First
- Qantas First
- Thai First
- BA Business (+ took over entire premium eco cabin for an in-flight hackathon)

@lay_overs","@livefromalounge @etihad @british_airways @emirates @singaporeair @lufthansa @qatarairways at least 60 legs i believe, mostly ek f, j:

- emirates first, business, eco
- singapore first “old” suites, business
- etihad first apartments
- asiana first
- qantas first
- thai first
- ba business (+ took over entire premium eco cabin for an in-flight hackathon)

@lay_overs","@livefromalounge @etihad @british_airways @emirates @singaporeair @lufthansa @qatarairways least 60 leg believe, mostly ek f, j:

- emirate first, business, eco
- singapore first “old” suites, business
- etihad first apartments
- asiana first
- qantas first
- thai first
- ba business (+ took entire premium eco cabin in-flight hackathon)

@lay_overs"
279,irupeshbomali,"ACRA Co-organises Live SMART Singapore Hackathon

ACRA is partnering the Smart Nation and Digital Government Office (SNDGO) and Amazon WebServices (AWS) to co-organise a Hackathon for polytechnic students to create innovative solutions to help make Singap…https://t.co/pNoIKZQRVj","acra co-organises live smart singapore hackathon

acra is partnering the smart nation and digital government office (sndgo) and amazon webservices (aws) to co-organise a hackathon for polytechnic students to create innovative solutions to help make singap…","acra co-organises live smart singapore hackathon

acra partnering smart nation digital government office (sndgo) amazon webservices (aws) co-organise hackathon polytechnic student create innovative solution help make singap…"
280,sutdsg,"From 5 to 29 May, #SUTD challenged students to participate in a #Hackathon and spend the #circuitbreakersg period meaningfully by developing apps for caregivers and persons with #dementia in Singapore. https://t.co/0W62G7KYAT

#SUTDhackathon #Sparkalife #caregiving #app https://t.co/dgRBUMSPRw","from 5 to 29 may, #sutd challenged students to participate in a #hackathon and spend the #circuitbreakersg period meaningfully by developing apps for caregivers and persons with #dementia in singapore. 

#sutdhackathon #sparkalife #caregiving #app ","5 29 may, #sutd challenged student participate #hackathon spend #circuitbreakersg period meaningfully developing apps caregiver person #dementia singapore. 

#sutdhackathon #sparkalife #caregiving #app "
281,i4CIndia,"@KunalKhadilkar, who will be presenting the MasterClass 'Tips for Participating in a Hackathon' was part of a prize-winning team at the first India-Singapore hackathon conducted in 2018 by @NTUsg &amp; @AICTE_INDIA PM Mr. Narendra Modi met and felicitated the winning teams. @v_d_k https://t.co/s9sUjT79kb","@kunalkhadilkar, who will be presenting the masterclass 'tips for participating in a hackathon' was part of a prize-winning team at the first india-singapore hackathon conducted in 2018 by @ntusg &amp; @aicte_india pm mr. narendra modi met and felicitated the winning teams. @v_d_k ","@kunalkhadilkar, presenting masterclass 'tips participating hackathon' wa part prize-winning team first india-singapore hackathon conducted 2018 @ntusg &amp; @aicte_india pm mr. narendra modi met felicitated winning teams. @v_d_k "
282,uwcsea_alumni,"Congrats to #UWCSEA2020grads Arya Vohra, Taichi Kato &amp; Khushaal Jamu for receiving the Young ChangeMakers Grant. With the funding they organised a virtual hackathon called #codeForCorona, where young people created solutions to issues that Singapore is facing during the outbreak! https://t.co/ATkLi8Pg8F","congrats to #uwcsea2020grads arya vohra, taichi kato &amp; khushaal jamu for receiving the young changemakers grant. with the funding they organised a virtual hackathon called #codeforcorona, where young people created solutions to issues that singapore is facing during the outbreak! ","congrats #uwcsea2020grads arya vohra, taichi kato &amp; khushaal jamu receiving young changemakers grant. funding organised virtual hackathon called #codeforcorona, young people created solution issue singapore facing outbreak! "
283,Pradeepkumr_21,"#SNS #snsinstitutions #snsdesignthinkers Our Institutions  Educational Trip (24.07.2018 -28.07.2018) to Singapore was sponsored by the Management for the promising
participants of Ideathon and Hackathon Event. https://t.co/nRwjLBCcGr","#sns #snsinstitutions #snsdesignthinkers our institutions  educational trip (24.07.2018 -28.07.2018) to singapore was sponsored by the management for the promising
participants of ideathon and hackathon event. ","#sns #snsinstitutions #snsdesignthinkers institution  educational trip (24.07.2018 -28.07.2018) singapore wa sponsored management promising
participants ideathon hackathon event. "
284,DurwinHo,"Against the odds, the Startup Weekend Community and Organizers pulled off an amazing Startup Weekend Singapore Hackathon completely virtual!

If you were a part of SWSG2020 or just interested in joining the community, read and share this! =)

Join our community! …","against the odds, the startup weekend community and organizers pulled off an amazing startup weekend singapore hackathon completely virtual!

if you were a part of swsg2020 or just interested in joining the community, read and share this! =)

join our community! …","odds, startup weekend community organizer pulled amazing startup weekend singapore hackathon completely virtual!

if part swsg2020 interested joining community, read share this! =)

join community! …"
285,rubengarciaes,Razer Fintech’s Digital Hackathon Calls on Singapore’s Youth to Solve COVID-19 Banking Challenges https://t.co/9Yj4VqrQ0g #Fintech,razer fintech’s digital hackathon calls on singapore’s youth to solve covid-19 banking challenges  #fintech,razer fintech’s digital hackathon call singapore’s youth solve covid-19 banking challenge  #fintech
286,AnnChow,"Enjoyed a call with visionary people from Singapore and Uganda today. Woohoo! Love my work.

@indigitous #indigitous #digital #ministry #global #HACK #HACK2020 #hackathon","enjoyed a call with visionary people from singapore and uganda today. woohoo! love my work.

@indigitous #indigitous #digital #ministry #global #hack #hack2020 #hackathon","enjoyed call visionary people singapore uganda today. woohoo! love work.

@indigitous #indigitous #digital #ministry #global #hack #hack2020 #hackathon"
287,BIS_org,"Andrew McCormack, head of the BIS Innovation Hub Centre Singapore, speaks about the #G20TechSprint hackathon on the Barefoot Innovation podcast #BISInnovationHub and #G20SaudiArabia @JoAnnBarefoot https://t.co/cGOAt2BA4m https://t.co/q2WxStLMWj","andrew mccormack, head of the bis innovation hub centre singapore, speaks about the #g20techsprint hackathon on the barefoot innovation podcast #bisinnovationhub and #g20saudiarabia @joannbarefoot  ","andrew mccormack, head bi innovation hub centre singapore, speaks #g20techsprint hackathon barefoot innovation podcast #bisinnovationhub #g20saudiarabia @joannbarefoot  "
288,debashis_dutta,"🤔Andrew McCormack, head of the BIS Innovation Hub Centre Singapore, speaks about the #G20TechSprint hackathon on the Barefoot Innovation podcast 👈
V/, @BIS_org @JoAnnBarefoot
#BISInnovationHub and #G20SaudiArabia 
CC  @TheRudinGroup @amalmerzouk 
👇 https://t.co/4CO5RfWrEc https://t.co/4MHt9p95cU","🤔andrew mccormack, head of the bis innovation hub centre singapore, speaks about the #g20techsprint hackathon on the barefoot innovation podcast 👈
v/, @bis_org @joannbarefoot
#bisinnovationhub and #g20saudiarabia 
cc  @therudingroup @amalmerzouk 
👇  ","🤔andrew mccormack, head bi innovation hub centre singapore, speaks #g20techsprint hackathon barefoot innovation podcast 👈
v/, @bis_org @joannbarefoot
#bisinnovationhub #g20saudiarabia 
cc  @therudingroup @amalmerzouk 
👇  "
289,BIS_org,"Andrew McCormack, head of the BIS Innovation Hub Centre Singapore, speaks about the #G20TechSprint hackathon on the Barefoot Innovation podcast #BISInnovationHub and #G20SaudiArabia @JoAnnBarefoot https://t.co/tnHfoQLvuz https://t.co/KIhr7apfGm","andrew mccormack, head of the bis innovation hub centre singapore, speaks about the #g20techsprint hackathon on the barefoot innovation podcast #bisinnovationhub and #g20saudiarabia @joannbarefoot  ","andrew mccormack, head bi innovation hub centre singapore, speaks #g20techsprint hackathon barefoot innovation podcast #bisinnovationhub #g20saudiarabia @joannbarefoot  "
290,CaptainInnovate,"Some personal favourites in this batch: Singapore testing 'Spot' the robotic dog to remind people to maintain social distance https://t.co/CLZy2YDlXx, a case from Estonia that arose from a hackathon https://t.co/n8bVBjbYkN and 'crowd-printing' of PPE https://t.co/pTwgUhN5oE.",some personal favourites in this batch: singapore testing 'spot' the robotic dog to remind people to maintain social distance  a case from estonia that arose from a hackathon  and 'crowd-printing' of ppe ,personal favourite batch: singapore testing 'spot' robotic dog remind people maintain social distance  case estonia arose hackathon  'crowd-printing' ppe 
291,eightyzy,"razer acquires the rights to open a digital bank in singapore, then proceeds to host a hackathon for ""young creative minds to come up with innovative banking solutions using their payment platform"", adding that all intellectual property belongs to the participants","razer acquires the rights to open a digital bank in singapore, then proceeds to host a hackathon for ""young creative minds to come up with innovative banking solutions using their payment platform"", adding that all intellectual property belongs to the participants","razer acquires right open digital bank singapore, proceeds host hackathon ""young creative mind come innovative banking solution using payment platform"", adding intellectual property belongs participant"
292,fintech_reader,"Razer Fintech Launches Digital Hackathon Empowering Singapore Youth to Create and Implement Original Banking Solutions, Amidst COVID-19 Circuit Breaker | https://t.co/ZOuQ60ebAk #AcademyByJaysel #Fintech #FintechNews","razer fintech launches digital hackathon empowering singapore youth to create and implement original banking solutions, amidst covid-19 circuit breaker |  #academybyjaysel #fintech #fintechnews","razer fintech launch digital hackathon empowering singapore youth create implement original banking solutions, amidst covid-19 circuit breaker |  #academybyjaysel #fintech #fintechnews"
293,sajidmirza,"Razer Fintech Launches Digital Hackathon Empowering Singapore Youth to Create and Implement Original Banking Solutions, Amidst COVID-19 Circuit Breaker https://t.co/CNN4hqmOix","razer fintech launches digital hackathon empowering singapore youth to create and implement original banking solutions, amidst covid-19 circuit breaker ","razer fintech launch digital hackathon empowering singapore youth create implement original banking solutions, amidst covid-19 circuit breaker "
294,TheCryptoRound1,"Razer Fintech Launches Digital Hackathon Empowering Singapore Youth to Create and Implement Original Banking Solutions, Amidst COVID-19 Circuit Breaker

Participants w ..

https://t.co/7USRVVJkCR","razer fintech launches digital hackathon empowering singapore youth to create and implement original banking solutions, amidst covid-19 circuit breaker

participants w ..

","razer fintech launch digital hackathon empowering singapore youth create implement original banking solutions, amidst covid-19 circuit breaker

participants w ..

"
295,themoneycloud,"Razer Fintech Launches Digital Hackathon Empowering Singapore Youth to Create and Implement Original Banking Solutions, Amidst COVID-19 Circuit Breaker https://t.co/xy0CYI4zzs","razer fintech launches digital hackathon empowering singapore youth to create and implement original banking solutions, amidst covid-19 circuit breaker ","razer fintech launch digital hackathon empowering singapore youth create implement original banking solutions, amidst covid-19 circuit breaker "
296,FintechBot,"Razer Fintech Launches Digital Hackathon Empowering Singapore Youth to Create and Implement Original Banking Solutions, Amidst COVID-19 Circuit Breaker https://t.co/1inIolkPYk by @thefintechtimes","razer fintech launches digital hackathon empowering singapore youth to create and implement original banking solutions, amidst covid-19 circuit breaker  by @thefintechtimes","razer fintech launch digital hackathon empowering singapore youth create implement original banking solutions, amidst covid-19 circuit breaker  @thefintechtimes"
297,KVanderhoydonk,"Razer Fintech Launches Digital Hackathon Empowering Singapore Youth to Create and Implement Original Banking Solutions, Amidst COVID-19 Circuit Breaker #Fintech https://t.co/TbHCuKXuDA","razer fintech launches digital hackathon empowering singapore youth to create and implement original banking solutions, amidst covid-19 circuit breaker #fintech ","razer fintech launch digital hackathon empowering singapore youth create implement original banking solutions, amidst covid-19 circuit breaker #fintech "
298,FintechBot,"Razer Fintech Launches Digital Hackathon Empowering Singapore Youth to Create and Implement Original Banking Solutions, Amidst COVID-19 Circuit Breaker https://t.co/1inIolCqPS by @thefintechtimes","razer fintech launches digital hackathon empowering singapore youth to create and implement original banking solutions, amidst covid-19 circuit breaker  by @thefintechtimes","razer fintech launch digital hackathon empowering singapore youth create implement original banking solutions, amidst covid-19 circuit breaker  @thefintechtimes"
